{'S1': 0, 'S2': 0, 'V1': 0, 'V2': 0}
2024-06-30 14:30:58 {'S1': 118, 'S2': 116, 'V1': 540, 'V2': 480}
2024-06-30 14:30:58 {'S1': 118, 'S2': 116, 'V1': 540, 'V2': 480}
2024-06-30 14:30:58 {'S1': 118, 'S2': 116, 'V1': 540, 'V2': 480}
2024-06-30 14:30:58 {'S1': 118, 'S2': 116, 'V1': 540, 'V2': 480}
2024-06-30 14:30:58 {'S1': 118, 'S2': 116, 'V1': 540, 'V2': 480}
2024-06-30 14:30:58 {'S1': 118, 'S2': 116, 'V1': 540, 'V2': 480}
2024-06-30 14:30:58 {'S1': 119, 'S2': 116, 'V1': 540, 'V2': 480}
2024-06-30 14:30:58 {'S1': 119, 'S2': 116, 'V1': 540, 'V2': 480}
2024-06-30 14:30:58 {'S1': 119, 'S2': 116, 'V1': 540, 'V2': 480}
2024-06-30 14:30:58 {'S1': 119, 'S2': 116, 'V1': 540, 'V2': 480}
2024-06-30 14:30:58 {'S1': 119, 'S2': 116, 'V1': 540, 'V2': 480}
2024-06-30 14:30:58 {'S1': 119, 'S2': 116, 'V1': 540, 'V2': 480}
2024-06-30 14:30:58 {'S1': 119, 'S2': 116, 'V1': 540, 'V2': 480}
2024-06-30 14:30:58 {'S1': 119, 'S2': 116, 'V1': 540, 'V2': 480}
2024-06-30 14:30:58 {'S1': 119, 'S2': 116, 'V1': 540, 'V2': 480}
2024-06-30 14:30:58 {'S1': 119, 'S2': 116, 'V1': 540, 'V2': 480}
2024-06-30 14:30:58 {'S1': 119, 'S2': 116, 'V1': 540, 'V2': 480}
2024-06-30 14:30:58 {'S1': 119, 'S2': 116, 'V1': 540, 'V2': 480}
2024-06-30 14:30:58 {'S1': 119, 'S2': 116, 'V1': 540, 'V2': 480}
2024-06-30 14:30:58 {'S1': 119, 'S2': 117, 'V1': 540, 'V2': 480}
2024-06-30 14:30:58 {'S1': 119, 'S2': 117, 'V1': 540, 'V2': 480}
2024-06-30 14:30:58 {'S1': 119, 'S2': 117, 'V1': 540, 'V2': 480}
2024-06-30 14:30:58 {'S1': 119, 'S2': 117, 'V1': 540, 'V2': 480}
2024-06-30 14:30:58 {'S1': 119, 'S2': 117, 'V1': 540, 'V2': 480}
2024-06-30 14:30:58 {'S1': 119, 'S2': 117, 'V1': 540, 'V2': 480}
2024-06-30 14:30:58 {'S1': 119, 'S2': 117, 'V1': 540, 'V2': 480}
2024-06-30 14:30:58 {'S1': 119, 'S2': 117, 'V1': 540, 'V2': 480}
2024-06-30 14:30:58 {'S1': 119, 'S2': 117, 'V1': 540, 'V2': 480}
2024-06-30 14:30:58 {'S1': 119, 'S2': 117, 'V1': 540, 'V2': 480}
2024-06-30 14:30:58 {'S1': 119, 'S2': 117, 'V1': 540, 'V2': 480}
2024-06-30 14:30:58 {'S1': 119, 'S2': 117, 'V1': 540, 'V2': 480}
2024-06-30 14:30:58 {'S1': 119, 'S2': 117, 'V1': 540, 'V2': 480}
2024-06-30 14:30:58 {'S1': 119, 'S2': 117, 'V1': 540, 'V2': 480}
2024-06-30 14:30:58 {'S1': 119, 'S2': 117, 'V1': 540, 'V2': 480}
2024-06-30 14:30:58 {'S1': 119, 'S2': 117, 'V1': 540, 'V2': 480}
2024-06-30 14:30:58 {'S1': 119, 'S2': 117, 'V1': 540, 'V2': 480}
2024-06-30 14:30:58 {'S1': 119, 'S2': 117, 'V1': 540, 'V2': 480}
2024-06-30 14:30:58 {'S1': 119, 'S2': 117, 'V1': 540, 'V2': 480}
2024-06-30 14:30:58 {'S1': 119, 'S2': 117, 'V1': 540, 'V2': 480}
2024-06-30 14:30:58 {'S1': 119, 'S2': 117, 'V1': 540, 'V2': 480}
2024-06-30 14:30:58 {'S1': 119, 'S2': 117, 'V1': 540, 'V2': 480}
2024-06-30 14:30:58 {'S1': 119, 'S2': 117, 'V1': 540, 'V2': 480}
2024-06-30 14:30:58 {'S1': 119, 'S2': 117, 'V1': 540, 'V2': 480}
2024-06-30 14:30:58 {'S1': 119, 'S2': 117, 'V1': 540, 'V2': 480}
2024-06-30 14:30:58 {'S1': 120, 'S2': 117, 'V1': 540, 'V2': 480}
2024-06-30 14:30:58 {'S1': 120, 'S2': 117, 'V1': 540, 'V2': 480}
2024-06-30 14:30:58 {'S1': 120, 'S2': 117, 'V1': 540, 'V2': 480}
2024-06-30 14:30:58 {'S1': 120, 'S2': 117, 'V1': 540, 'V2': 480}
2024-06-30 14:30:58 {'S1': 120, 'S2': 118, 'V1': 540, 'V2': 480}
2024-06-30 14:30:58 {'S1': 120, 'S2': 118, 'V1': 540, 'V2': 480}
2024-06-30 14:30:58 {'S1': 120, 'S2': 118, 'V1': 540, 'V2': 480}
2024-06-30 14:30:58 {'S1': 120, 'S2': 118, 'V1': 540, 'V2': 480}
2024-06-30 14:30:58 {'S1': 120, 'S2': 118, 'V1': 540, 'V2': 480}
2024-06-30 14:30:58 {'S1': 120, 'S2': 118, 'V1': 540, 'V2': 480}
2024-06-30 14:30:58 {'S1': 120, 'S2': 118, 'V1': 540, 'V2': 480}
2024-06-30 14:30:58 {'S1': 120, 'S2': 118, 'V1': 540, 'V2': 480}
2024-06-30 14:30:58 {'S1': 120, 'S2': 118, 'V1': 540, 'V2': 480}
2024-06-30 14:30:58 {'S1': 120, 'S2': 118, 'V1': 540, 'V2': 480}
2024-06-30 14:30:58 {'S1': 120, 'S2': 118, 'V1': 540, 'V2': 480}
2024-06-30 14:30:58 {'S1': 120, 'S2': 118, 'V1': 540, 'V2': 480}
2024-06-30 14:30:58 {'S1': 120, 'S2': 118, 'V1': 540, 'V2': 480}
2024-06-30 14:30:58 {'S1': 120, 'S2': 118, 'V1': 540, 'V2': 480}
2024-06-30 14:30:58 {'S1': 120, 'S2': 118, 'V1': 540, 'V2': 480}
2024-06-30 14:30:58 {'S1': 120, 'S2': 118, 'V1': 540, 'V2': 480}
2024-06-30 14:30:58 {'S1': 120, 'S2': 118, 'V1': 540, 'V2': 480}
2024-06-30 14:30:58 {'S1': 120, 'S2': 118, 'V1': 540, 'V2': 480}
2024-06-30 14:30:58 {'S1': 120, 'S2': 118, 'V1': 540, 'V2': 480}
2024-06-30 14:30:58 {'S1': 120, 'S2': 118, 'V1': 540, 'V2': 480}
2024-06-30 14:30:58 {'S1': 120, 'S2': 118, 'V1': 540, 'V2': 480}
2024-06-30 14:30:58 {'S1': 120, 'S2': 118, 'V1': 540, 'V2': 480}
2024-06-30 14:30:58 {'S1': 120, 'S2': 118, 'V1': 540, 'V2': 480}
2024-06-30 14:30:58 {'S1': 120, 'S2': 118, 'V1': 540, 'V2': 480}
2024-06-30 14:30:58 {'S1': 120, 'S2': 118, 'V1': 540, 'V2': 480}
2024-06-30 14:30:58 {'S1': 121, 'S2': 118, 'V1': 540, 'V2': 480}
2024-06-30 14:30:58 {'S1': 121, 'S2': 118, 'V1': 540, 'V2': 480}
2024-06-30 14:30:58 {'S1': 121, 'S2': 118, 'V1': 540, 'V2': 480}
2024-06-30 14:30:58 {'S1': 121, 'S2': 118, 'V1': 540, 'V2': 480}
2024-06-30 14:30:58 {'S1': 121, 'S2': 119, 'V1': 540, 'V2': 480}
2024-06-30 14:30:58 {'S1': 121, 'S2': 119, 'V1': 540, 'V2': 480}
2024-06-30 14:30:58 {'S1': 121, 'S2': 119, 'V1': 540, 'V2': 480}
2024-06-30 14:30:58 {'S1': 121, 'S2': 119, 'V1': 540, 'V2': 480}
2024-06-30 14:30:58 {'S1': 121, 'S2': 119, 'V1': 540, 'V2': 480}
2024-06-30 14:30:58 {'S1': 121, 'S2': 119, 'V1': 540, 'V2': 480}
2024-06-30 14:30:58 {'S1': 121, 'S2': 119, 'V1': 540, 'V2': 480}
2024-06-30 14:30:58 {'S1': 121, 'S2': 119, 'V1': 540, 'V2': 480}
2024-06-30 14:30:58 {'S1': 121, 'S2': 119, 'V1': 540, 'V2': 480}
2024-06-30 14:30:58 {'S1': 121, 'S2': 119, 'V1': 540, 'V2': 480}
2024-06-30 14:30:58 {'S1': 121, 'S2': 119, 'V1': 540, 'V2': 480}
2024-06-30 14:30:58 {'S1': 121, 'S2': 119, 'V1': 540, 'V2': 480}
2024-06-30 14:30:58 {'S1': 121, 'S2': 119, 'V1': 540, 'V2': 480}
2024-06-30 14:30:58 {'S1': 121, 'S2': 119, 'V1': 540, 'V2': 480}
2024-06-30 14:30:58 {'S1': 121, 'S2': 119, 'V1': 540, 'V2': 480}
2024-06-30 14:30:58 {'S1': 121, 'S2': 119, 'V1': 540, 'V2': 480}
2024-06-30 14:30:58 {'S1': 121, 'S2': 119, 'V1': 540, 'V2': 480}
2024-06-30 14:30:58 {'S1': 121, 'S2': 119, 'V1': 540, 'V2': 480}
2024-06-30 14:30:58 {'S1': 121, 'S2': 119, 'V1': 540, 'V2': 480}
2024-06-30 14:30:58 {'S1': 121, 'S2': 119, 'V1': 540, 'V2': 480}
2024-06-30 14:30:58 {'S1': 121, 'S2': 119, 'V1': 540, 'V2': 480}
2024-06-30 14:30:58 {'S1': 121, 'S2': 119, 'V1': 540, 'V2': 480}
2024-06-30 14:30:58 {'S1': 121, 'S2': 119, 'V1': 540, 'V2': 480}
2024-06-30 14:30:58 {'S1': 121, 'S2': 119, 'V1': 540, 'V2': 480}
2024-06-30 14:30:58 {'S1': 122, 'S2': 119, 'V1': 540, 'V2': 480}
2024-06-30 14:30:58 {'S1': 122, 'S2': 119, 'V1': 540, 'V2': 480}
2024-06-30 14:30:58 {'S1': 122, 'S2': 119, 'V1': 540, 'V2': 480}
2024-06-30 14:30:58 {'S1': 122, 'S2': 119, 'V1': 540, 'V2': 480}
2024-06-30 14:30:58 {'S1': 122, 'S2': 119, 'V1': 540, 'V2': 480}
2024-06-30 14:30:58 {'S1': 122, 'S2': 119, 'V1': 540, 'V2': 480}
2024-06-30 14:30:58 {'S1': 122, 'S2': 119, 'V1': 540, 'V2': 480}
2024-06-30 14:30:58 {'S1': 122, 'S2': 119, 'V1': 540, 'V2': 480}
2024-06-30 14:30:58 {'S1': 122, 'S2': 119, 'V1': 540, 'V2': 480}
2024-06-30 14:30:58 {'S1': 122, 'S2': 119, 'V1': 540, 'V2': 480}
2024-06-30 14:30:58 {'S1': 122, 'S2': 119, 'V1': 540, 'V2': 480}
2024-06-30 14:30:58 {'S1': 122, 'S2': 119, 'V1': 540, 'V2': 480}
2024-06-30 14:30:58 {'S1': 122, 'S2': 119, 'V1': 540, 'V2': 480}
2024-06-30 14:30:58 {'S1': 122, 'S2': 119, 'V1': 540, 'V2': 480}
2024-06-30 14:30:58 {'S1': 122, 'S2': 120, 'V1': 540, 'V2': 480}
2024-06-30 14:30:58 {'S1': 122, 'S2': 120, 'V1': 540, 'V2': 480}
2024-06-30 14:30:58 {'S1': 122, 'S2': 120, 'V1': 540, 'V2': 480}
2024-06-30 14:30:58 {'S1': 122, 'S2': 120, 'V1': 540, 'V2': 480}
2024-06-30 14:30:58 {'S1': 122, 'S2': 120, 'V1': 540, 'V2': 480}
2024-06-30 14:30:58 {'S1': 122, 'S2': 120, 'V1': 540, 'V2': 480}
2024-06-30 14:30:58 {'S1': 122, 'S2': 120, 'V1': 540, 'V2': 480}
2024-06-30 14:30:58 {'S1': 122, 'S2': 120, 'V1': 540, 'V2': 480}
2024-06-30 14:30:58 {'S1': 122, 'S2': 120, 'V1': 540, 'V2': 480}
2024-06-30 14:30:58 {'S1': 122, 'S2': 120, 'V1': 540, 'V2': 480}
2024-06-30 14:30:58 {'S1': 122, 'S2': 120, 'V1': 540, 'V2': 480}
2024-06-30 14:30:58 {'S1': 122, 'S2': 120, 'V1': 540, 'V2': 480}
2024-06-30 14:30:58 {'S1': 122, 'S2': 120, 'V1': 540, 'V2': 480}
2024-06-30 14:30:58 {'S1': 122, 'S2': 120, 'V1': 540, 'V2': 480}
2024-06-30 14:30:58 {'S1': 122, 'S2': 120, 'V1': 540, 'V2': 480}
2024-06-30 14:30:58 {'S1': 122, 'S2': 120, 'V1': 540, 'V2': 480}
2024-06-30 14:30:58 {'S1': 122, 'S2': 120, 'V1': 540, 'V2': 480}
2024-06-30 14:30:59 {'S1': 122, 'S2': 120, 'V1': 540, 'V2': 480}
2024-06-30 14:30:59 {'S1': 122, 'S2': 120, 'V1': 540, 'V2': 480}
2024-06-30 14:30:59 {'S1': 122, 'S2': 120, 'V1': 540, 'V2': 480}
2024-06-30 14:30:59 {'S1': 122, 'S2': 120, 'V1': 540, 'V2': 480}
2024-06-30 14:30:59 {'S1': 122, 'S2': 120, 'V1': 540, 'V2': 480}
2024-06-30 14:30:59 {'S1': 122, 'S2': 120, 'V1': 540, 'V2': 480}
2024-06-30 14:30:59 {'S1': 122, 'S2': 120, 'V1': 540, 'V2': 480}
2024-06-30 14:30:59 {'S1': 123, 'S2': 120, 'V1': 540, 'V2': 480}
2024-06-30 14:30:59 {'S1': 123, 'S2': 120, 'V1': 540, 'V2': 480}
2024-06-30 14:30:59 {'S1': 123, 'S2': 120, 'V1': 540, 'V2': 480}
2024-06-30 14:30:59 {'S1': 123, 'S2': 120, 'V1': 540, 'V2': 480}
2024-06-30 14:30:59 {'S1': 123, 'S2': 120, 'V1': 540, 'V2': 480}
2024-06-30 14:30:59 {'S1': 123, 'S2': 121, 'V1': 540, 'V2': 480}
2024-06-30 14:30:59 {'S1': 123, 'S2': 121, 'V1': 540, 'V2': 480}
2024-06-30 14:30:59 {'S1': 123, 'S2': 121, 'V1': 540, 'V2': 480}
2024-06-30 14:30:59 {'S1': 123, 'S2': 121, 'V1': 540, 'V2': 480}
2024-06-30 14:30:59 {'S1': 123, 'S2': 121, 'V1': 540, 'V2': 480}
2024-06-30 14:30:59 {'S1': 123, 'S2': 121, 'V1': 540, 'V2': 480}
2024-06-30 14:30:59 {'S1': 123, 'S2': 121, 'V1': 540, 'V2': 480}
2024-06-30 14:30:59 {'S1': 123, 'S2': 121, 'V1': 540, 'V2': 480}
2024-06-30 14:30:59 {'S1': 123, 'S2': 121, 'V1': 540, 'V2': 480}
2024-06-30 14:30:59 {'S1': 123, 'S2': 121, 'V1': 540, 'V2': 480}
2024-06-30 14:30:59 {'S1': 123, 'S2': 121, 'V1': 540, 'V2': 480}
2024-06-30 14:30:59 {'S1': 123, 'S2': 121, 'V1': 540, 'V2': 480}
2024-06-30 14:30:59 {'S1': 123, 'S2': 121, 'V1': 540, 'V2': 480}
2024-06-30 14:30:59 {'S1': 123, 'S2': 121, 'V1': 540, 'V2': 480}
2024-06-30 14:30:59 {'S1': 123, 'S2': 121, 'V1': 540, 'V2': 480}
2024-06-30 14:30:59 {'S1': 123, 'S2': 121, 'V1': 540, 'V2': 480}
2024-06-30 14:30:59 {'S1': 123, 'S2': 121, 'V1': 540, 'V2': 480}
2024-06-30 14:30:59 {'S1': 123, 'S2': 121, 'V1': 540, 'V2': 480}
2024-06-30 14:30:59 {'S1': 123, 'S2': 121, 'V1': 540, 'V2': 480}
2024-06-30 14:30:59 {'S1': 123, 'S2': 121, 'V1': 540, 'V2': 480}
2024-06-30 14:30:59 {'S1': 123, 'S2': 121, 'V1': 540, 'V2': 480}
2024-06-30 14:30:59 {'S1': 123, 'S2': 121, 'V1': 540, 'V2': 480}
2024-06-30 14:30:59 {'S1': 123, 'S2': 121, 'V1': 540, 'V2': 480}
2024-06-30 14:30:59 {'S1': 124, 'S2': 121, 'V1': 540, 'V2': 480}
2024-06-30 14:30:59 {'S1': 124, 'S2': 121, 'V1': 540, 'V2': 480}
2024-06-30 14:30:59 {'S1': 124, 'S2': 121, 'V1': 540, 'V2': 480}
2024-06-30 14:30:59 {'S1': 124, 'S2': 121, 'V1': 540, 'V2': 480}
2024-06-30 14:30:59 {'S1': 124, 'S2': 121, 'V1': 540, 'V2': 480}
2024-06-30 14:30:59 {'S1': 124, 'S2': 121, 'V1': 540, 'V2': 480}
2024-06-30 14:30:59 {'S1': 124, 'S2': 122, 'V1': 480, 'V2': 480}
2024-06-30 14:30:59 {'S1': 124, 'S2': 122, 'V1': 480, 'V2': 480}
2024-06-30 14:30:59 {'S1': 124, 'S2': 122, 'V1': 480, 'V2': 480}
2024-06-30 14:30:59 {'S1': 124, 'S2': 122, 'V1': 480, 'V2': 480}
2024-06-30 14:30:59 {'S1': 124, 'S2': 122, 'V1': 480, 'V2': 480}
2024-06-30 14:30:59 {'S1': 124, 'S2': 122, 'V1': 480, 'V2': 480}
2024-06-30 14:30:59 {'S1': 124, 'S2': 122, 'V1': 480, 'V2': 480}
2024-06-30 14:30:59 {'S1': 124, 'S2': 122, 'V1': 480, 'V2': 480}
2024-06-30 14:30:59 {'S1': 124, 'S2': 122, 'V1': 480, 'V2': 480}
2024-06-30 14:30:59 {'S1': 124, 'S2': 122, 'V1': 480, 'V2': 480}
2024-06-30 14:30:59 {'S1': 124, 'S2': 122, 'V1': 480, 'V2': 480}
2024-06-30 14:30:59 {'S1': 124, 'S2': 122, 'V1': 480, 'V2': 480}
2024-06-30 14:30:59 {'S1': 124, 'S2': 122, 'V1': 480, 'V2': 480}
2024-06-30 14:30:59 {'S1': 124, 'S2': 122, 'V1': 480, 'V2': 480}
2024-06-30 14:30:59 {'S1': 124, 'S2': 122, 'V1': 480, 'V2': 480}
2024-06-30 14:30:59 {'S1': 124, 'S2': 122, 'V1': 480, 'V2': 480}
2024-06-30 14:30:59 {'S1': 124, 'S2': 122, 'V1': 480, 'V2': 480}
2024-06-30 14:30:59 {'S1': 124, 'S2': 122, 'V1': 480, 'V2': 480}
2024-06-30 14:30:59 {'S1': 124, 'S2': 122, 'V1': 480, 'V2': 480}
2024-06-30 14:30:59 {'S1': 124, 'S2': 122, 'V1': 480, 'V2': 480}
2024-06-30 14:30:59 {'S1': 124, 'S2': 122, 'V1': 480, 'V2': 480}
2024-06-30 14:30:59 {'S1': 124, 'S2': 122, 'V1': 480, 'V2': 480}
2024-06-30 14:30:59 {'S1': 124, 'S2': 122, 'V1': 480, 'V2': 480}
2024-06-30 14:30:59 {'S1': 125, 'S2': 122, 'V1': 480, 'V2': 480}
2024-06-30 14:30:59 {'S1': 125, 'S2': 122, 'V1': 480, 'V2': 480}
2024-06-30 14:30:59 {'S1': 125, 'S2': 122, 'V1': 480, 'V2': 480}
2024-06-30 14:30:59 {'S1': 125, 'S2': 122, 'V1': 480, 'V2': 480}
2024-06-30 14:30:59 {'S1': 125, 'S2': 122, 'V1': 480, 'V2': 480}
2024-06-30 14:30:59 {'S1': 125, 'S2': 122, 'V1': 480, 'V2': 480}
2024-06-30 14:30:59 {'S1': 125, 'S2': 122, 'V1': 480, 'V2': 480}
2024-06-30 14:30:59 {'S1': 125, 'S2': 122, 'V1': 480, 'V2': 480}
2024-06-30 14:30:59 {'S1': 125, 'S2': 122, 'V1': 480, 'V2': 480}
2024-06-30 14:30:59 {'S1': 125, 'S2': 122, 'V1': 480, 'V2': 480}
2024-06-30 14:30:59 {'S1': 125, 'S2': 122, 'V1': 480, 'V2': 480}
2024-06-30 14:30:59 {'S1': 125, 'S2': 122, 'V1': 480, 'V2': 480}
2024-06-30 14:30:59 {'S1': 125, 'S2': 122, 'V1': 480, 'V2': 480}
2024-06-30 14:30:59 {'S1': 125, 'S2': 122, 'V1': 480, 'V2': 480}
2024-06-30 14:30:59 {'S1': 125, 'S2': 122, 'V1': 480, 'V2': 480}
2024-06-30 14:30:59 {'S1': 125, 'S2': 122, 'V1': 480, 'V2': 480}
2024-06-30 14:30:59 {'S1': 125, 'S2': 123, 'V1': 480, 'V2': 480}
2024-06-30 14:30:59 {'S1': 125, 'S2': 123, 'V1': 480, 'V2': 480}
2024-06-30 14:30:59 {'S1': 125, 'S2': 123, 'V1': 480, 'V2': 480}
2024-06-30 14:30:59 {'S1': 125, 'S2': 123, 'V1': 480, 'V2': 480}
2024-06-30 14:30:59 {'S1': 125, 'S2': 123, 'V1': 480, 'V2': 480}
2024-06-30 14:30:59 {'S1': 125, 'S2': 123, 'V1': 480, 'V2': 480}
2024-06-30 14:30:59 {'S1': 125, 'S2': 123, 'V1': 480, 'V2': 480}
2024-06-30 14:30:59 {'S1': 125, 'S2': 123, 'V1': 480, 'V2': 480}
2024-06-30 14:30:59 {'S1': 125, 'S2': 123, 'V1': 480, 'V2': 480}
2024-06-30 14:30:59 {'S1': 125, 'S2': 123, 'V1': 480, 'V2': 480}
2024-06-30 14:30:59 {'S1': 125, 'S2': 123, 'V1': 480, 'V2': 480}
2024-06-30 14:30:59 {'S1': 125, 'S2': 123, 'V1': 480, 'V2': 480}
2024-06-30 14:30:59 {'S1': 126, 'S2': 123, 'V1': 480, 'V2': 480}
2024-06-30 14:30:59 {'S1': 126, 'S2': 123, 'V1': 480, 'V2': 480}
2024-06-30 14:30:59 {'S1': 126, 'S2': 123, 'V1': 480, 'V2': 480}
2024-06-30 14:30:59 {'S1': 126, 'S2': 123, 'V1': 480, 'V2': 480}
2024-06-30 14:30:59 {'S1': 126, 'S2': 123, 'V1': 480, 'V2': 480}
2024-06-30 14:30:59 {'S1': 126, 'S2': 123, 'V1': 480, 'V2': 480}
2024-06-30 14:30:59 {'S1': 126, 'S2': 123, 'V1': 480, 'V2': 480}
2024-06-30 14:30:59 {'S1': 126, 'S2': 123, 'V1': 480, 'V2': 480}
2024-06-30 14:30:59 {'S1': 126, 'S2': 123, 'V1': 480, 'V2': 480}
2024-06-30 14:30:59 {'S1': 126, 'S2': 123, 'V1': 480, 'V2': 480}
2024-06-30 14:30:59 {'S1': 126, 'S2': 123, 'V1': 480, 'V2': 480}
2024-06-30 14:30:59 {'S1': 126, 'S2': 123, 'V1': 480, 'V2': 480}
2024-06-30 14:30:59 {'S1': 126, 'S2': 123, 'V1': 480, 'V2': 480}
2024-06-30 14:30:59 {'S1': 126, 'S2': 123, 'V1': 480, 'V2': 480}
2024-06-30 14:30:59 {'S1': 126, 'S2': 123, 'V1': 480, 'V2': 480}
2024-06-30 14:30:59 {'S1': 126, 'S2': 123, 'V1': 480, 'V2': 480}
2024-06-30 14:30:59 {'S1': 126, 'S2': 123, 'V1': 480, 'V2': 480}
2024-06-30 14:30:59 {'S1': 126, 'S2': 124, 'V1': 480, 'V2': 480}
2024-06-30 14:30:59 {'S1': 126, 'S2': 124, 'V1': 480, 'V2': 480}
2024-06-30 14:30:59 {'S1': 126, 'S2': 124, 'V1': 480, 'V2': 480}
2024-06-30 14:30:59 {'S1': 126, 'S2': 124, 'V1': 480, 'V2': 480}
2024-06-30 14:30:59 {'S1': 126, 'S2': 124, 'V1': 480, 'V2': 480}
2024-06-30 14:30:59 {'S1': 126, 'S2': 124, 'V1': 480, 'V2': 480}
2024-06-30 14:30:59 {'S1': 126, 'S2': 124, 'V1': 480, 'V2': 480}
2024-06-30 14:30:59 {'S1': 126, 'S2': 124, 'V1': 480, 'V2': 480}
2024-06-30 14:30:59 {'S1': 126, 'S2': 124, 'V1': 480, 'V2': 480}
2024-06-30 14:30:59 {'S1': 126, 'S2': 124, 'V1': 480, 'V2': 480}
2024-06-30 14:30:59 {'S1': 126, 'S2': 124, 'V1': 480, 'V2': 480}
2024-06-30 14:30:59 {'S1': 126, 'S2': 124, 'V1': 480, 'V2': 480}
2024-06-30 14:30:59 {'S1': 126, 'S2': 124, 'V1': 480, 'V2': 480}
2024-06-30 14:30:59 {'S1': 126, 'S2': 124, 'V1': 480, 'V2': 480}
2024-06-30 14:30:59 {'S1': 126, 'S2': 124, 'V1': 480, 'V2': 480}
2024-06-30 14:30:59 {'S1': 126, 'S2': 124, 'V1': 480, 'V2': 480}
2024-06-30 14:30:59 {'S1': 126, 'S2': 124, 'V1': 480, 'V2': 480}
2024-06-30 14:30:59 {'S1': 126, 'S2': 124, 'V1': 480, 'V2': 480}
2024-06-30 14:30:59 {'S1': 126, 'S2': 124, 'V1': 480, 'V2': 480}
2024-06-30 14:30:59 {'S1': 126, 'S2': 124, 'V1': 480, 'V2': 480}
2024-06-30 14:30:59 {'S1': 126, 'S2': 124, 'V1': 480, 'V2': 480}
2024-06-30 14:30:59 {'S1': 127, 'S2': 124, 'V1': 480, 'V2': 480}
2024-06-30 14:30:59 {'S1': 127, 'S2': 124, 'V1': 480, 'V2': 480}
2024-06-30 14:30:59 {'S1': 127, 'S2': 124, 'V1': 480, 'V2': 480}
2024-06-30 14:30:59 {'S1': 127, 'S2': 124, 'V1': 480, 'V2': 480}
2024-06-30 14:30:59 {'S1': 127, 'S2': 124, 'V1': 480, 'V2': 480}
2024-06-30 14:30:59 {'S1': 127, 'S2': 124, 'V1': 480, 'V2': 480}
2024-06-30 14:30:59 {'S1': 127, 'S2': 124, 'V1': 480, 'V2': 480}
2024-06-30 14:30:59 {'S1': 127, 'S2': 124, 'V1': 480, 'V2': 480}
2024-06-30 14:30:59 {'S1': 127, 'S2': 125, 'V1': 480, 'V2': 480}
2024-06-30 14:30:59 {'S1': 127, 'S2': 125, 'V1': 480, 'V2': 480}
2024-06-30 14:30:59 {'S1': 127, 'S2': 125, 'V1': 480, 'V2': 480}
2024-06-30 14:30:59 {'S1': 127, 'S2': 125, 'V1': 480, 'V2': 480}
2024-06-30 14:30:59 {'S1': 127, 'S2': 125, 'V1': 480, 'V2': 480}
2024-06-30 14:30:59 {'S1': 127, 'S2': 125, 'V1': 480, 'V2': 480}
2024-06-30 14:30:59 {'S1': 127, 'S2': 125, 'V1': 480, 'V2': 480}
2024-06-30 14:30:59 {'S1': 127, 'S2': 125, 'V1': 480, 'V2': 480}
2024-06-30 14:30:59 {'S1': 127, 'S2': 125, 'V1': 480, 'V2': 480}
2024-06-30 14:30:59 {'S1': 127, 'S2': 125, 'V1': 480, 'V2': 480}
2024-06-30 14:30:59 {'S1': 127, 'S2': 125, 'V1': 480, 'V2': 480}
2024-06-30 14:30:59 {'S1': 127, 'S2': 125, 'V1': 480, 'V2': 480}
2024-06-30 14:30:59 {'S1': 127, 'S2': 125, 'V1': 480, 'V2': 480}
2024-06-30 14:30:59 {'S1': 127, 'S2': 125, 'V1': 480, 'V2': 480}
2024-06-30 14:30:59 {'S1': 127, 'S2': 125, 'V1': 480, 'V2': 480}
2024-06-30 14:30:59 {'S1': 127, 'S2': 125, 'V1': 480, 'V2': 480}
2024-06-30 14:30:59 {'S1': 127, 'S2': 125, 'V1': 480, 'V2': 480}
2024-06-30 14:30:59 {'S1': 127, 'S2': 125, 'V1': 480, 'V2': 480}
2024-06-30 14:30:59 {'S1': 127, 'S2': 125, 'V1': 480, 'V2': 480}
2024-06-30 14:30:59 {'S1': 127, 'S2': 125, 'V1': 480, 'V2': 480}
2024-06-30 14:30:59 {'S1': 128, 'S2': 125, 'V1': 480, 'V2': 480}
2024-06-30 14:30:59 {'S1': 128, 'S2': 125, 'V1': 480, 'V2': 480}
2024-06-30 14:30:59 {'S1': 128, 'S2': 125, 'V1': 480, 'V2': 480}
2024-06-30 14:30:59 {'S1': 128, 'S2': 125, 'V1': 480, 'V2': 480}
2024-06-30 14:30:59 {'S1': 128, 'S2': 125, 'V1': 480, 'V2': 480}
2024-06-30 14:30:59 {'S1': 128, 'S2': 125, 'V1': 480, 'V2': 480}
2024-06-30 14:30:59 {'S1': 128, 'S2': 125, 'V1': 480, 'V2': 480}
2024-06-30 14:30:59 {'S1': 128, 'S2': 125, 'V1': 480, 'V2': 480}
2024-06-30 14:30:59 {'S1': 128, 'S2': 125, 'V1': 480, 'V2': 480}
2024-06-30 14:30:59 {'S1': 128, 'S2': 126, 'V1': 480, 'V2': 480}
2024-06-30 14:30:59 {'S1': 128, 'S2': 126, 'V1': 480, 'V2': 480}
2024-06-30 14:30:59 {'S1': 128, 'S2': 126, 'V1': 480, 'V2': 480}
2024-06-30 14:30:59 {'S1': 128, 'S2': 126, 'V1': 480, 'V2': 480}
